ID	WC_TA	RE_TA	EBIT_TA	MVE_BVTD	S_TA	Industry	Rating
79348	0.06	-0.028	0.042	0.278	0.121	3	BB
37699	0.014	0.044	0.037	0.421	0.123	9	BB
56173	0.027	-0.019	0.034	0.426	0.144	1	BB
54881	0.388	0.498	0.088	2.243	0.364	8	A
42655	0.027	0.212	0.038	2.409	0.282	1	A
36104	0.356	0.309	0.077	1.082	0.187	12	BBB
51637	0.16	0.327	0.053	2.823	0.371	9	AA
38841	0.05	0.111	0.037	1.016	0.309	4	BBB
45850	0.498	0.583	0.117	0.977	0.209	11	A
59004	-0.028	0.118	0.026	1.278	0.283	10	BBB
65800	-0.01	-0.078	0.032	0.307	0.105	9	B
59435	0.034	-0.029	0.038	0.744	0.196	5	BB
83883	0.233	0.32	0.058	2.234	0.272	4	A
33616	0.107	0.109	0.05	0.349	0.132	6	BB
70659	0.276	0.698	0.068	13.98	1.116	5	AAA
84117	-0.029	-0.212	0.026	0.375	0.192	9	B
54325	-0.162	-0.678	-0.012	0.268	0.136	10	CCC
60128	0.082	0.104	0.048	0.72	0.162	3	BBB
83955	0.121	0.263	0.046	1.219	0.286	1	BBB
41792	0.4	0.437	0.081	1.346	0.315	2	BBB
81553	0.273	0.154	0.071	0.323	0.084	9	BB
35493	0.119	0.227	0.056	1.552	0.268	11	A
58404	0.293	0.308	0.068	1.049	0.213	9	BBB
37561	0.122	0.255	0.054	2.552	0.431	10	AA
53353	0.388	0.517	0.087	1.55	0.215	6	A
42413	0.217	0.326	0.045	2.522	0.295	1	AA
54386	0.361	0.273	0.069	0.791	0.16	2	BBB
47622	0.373	0.512	0.086	2.218	0.267	6	AA
74004	-0.01	-0.067	0.035	0.418	0.115	3	B
37391	0.189	0.383	0.061	3.259	0.434	5	AAA
72671	-0.044	-0.119	0.019	0.428	0.21	1	B
63709	0.127	0.115	0.049	0.689	0.147	12	BB
84546	0.122	0.181	0.051	1.004	0.386	12	BBB
80151	0.495	0.724	0.097	5.232	0.32	2	AAA
48923	0.131	0.139	0.057	0.518	0.222	9	BB
69634	-0.011	-0.117	0.04	0.115	0.082	11	BB
64163	0.204	0.195	0.061	1.901	0.375	2	A
84617	-0.056	-0.063	0.022	0.398	0.142	6	BB
57724	0.051	0.061	0.046	0.314	0.125	12	BB
59023	-0.082	-0.43	0.022	0.126	0.077	6	B
67163	-0.014	0.141	0.032	1.546	0.307	1	BBB
76884	-0.007	0.042	0.031	0.76	0.298	12	BBB
46837	0.012	0.03	0.036	0.517	0.236	1	B
77356	-0.06	-0.127	0.025	0.473	0.165	2	B
72309	0.007	0.094	0.04	0.766	0.181	6	BB
63473	0.28	0.387	0.062	3.853	0.527	12	AAA
69018	0.342	0.421	0.071	2.78	0.367	9	A
49436	0.124	0.274	0.052	1.413	0.294	11	A
39385	0.229	0.366	0.065	1.427	0.275	5	A
38024	0.198	0.293	0.069	1.101	0.231	1	BBB
77752	0.023	0.007	0.034	0.506	0.212	7	BBB
40162	0.108	0.164	0.051	0.927	0.261	5	BB
55241	0.091	0.056	0.053	0.378	0.128	11	BB
72441	0.225	0.345	0.065	2.262	0.348	7	AA
33135	0.125	0.208	0.041	2.227	0.368	3	A
55462	0.155	0.278	0.059	1.222	0.258	5	BBB
66195	0.196	0.162	0.057	0.426	0.182	11	BB
39891	0.142	0.244	0.062	1.291	0.411	6	A
54759	-0.148	-0.848	-0.002	0.148	0.076	6	CCC
81276	-0.041	-0.035	0.012	0.806	0.275	5	BB
33066	0.119	0.322	0.045	4.369	0.568	6	AAA
54007	0.138	0.46	0.059	3.641	0.455	3	AAA
59660	0.393	0.303	0.08	0.663	0.159	4	BBB
42643	0.053	0.192	0.047	0.855	0.219	1	BB
38667	0.15	0.393	0.054	3.911	0.498	9	AA
52949	0.085	0.043	0.05	0.351	0.115	10	B
77220	0.474	0.716	0.095	3.163	0.629	4	AAA
71616	0.09	0.155	0.045	1.374	0.269	4	BBB
63325	0.162	0.368	0.058	2.021	0.198	6	A
36502	0.013	0.036	0.035	0.738	0.191	6	BB
80973	0.256	0.326	0.065	1.377	0.229	8	A
67002	-0.017	0.074	0.031	1.22	0.232	4	BBB
73361	0.06	0.305	0.044	2.384	0.314	11	AA
40062	-0.011	-0.459	0.028	0.267	0.107	8	B
47959	0.068	0.085	0.044	0.435	0.105	10	B
35274	-0.119	-0.51	0	0.366	0.193	6	B
70572	0.08	0.17	0.048	0.725	0.252	9	BB
39604	0.022	0.024	0.033	0.463	0.146	7	BB
79236	0.425	0.405	0.087	0.873	0.208	10	BB
64556	0.205	0.422	0.058	3.594	0.561	12	AAA
35178	-0.263	-0.207	0	0.616	0.118	6	BB
33490	0.09	0.177	0.04	1.074	0.142	3	BBB
68292	0.471	0.809	0.092	5.869	0.681	6	AAA
63710	0.286	0.245	0.061	0.537	0.121	9	BB
51158	0.258	0.536	0.077	4.647	0.61	7	AAA
40446	0.202	0.382	0.057	2.649	0.487	9	A
53825	-0.055	-0.453	0.012	0.361	0.205	1	B
57516	0.507	0.306	0.099	0.257	0.084	12	BB
78547	0.209	0.268	0.061	0.892	0.269	9	BB
69857	0.265	0.384	0.065	1.852	0.368	4	A
33241	0.036	0.034	0.037	0.677	0.166	9	B
78200	0.091	0.143	0.047	0.548	0.142	3	BBB
62699	-0.059	-0.308	0.008	0.441	0.15	5	B
33378	0.321	0.828	0.083	6.778	0.809	7	AAA
33416	0.023	0.18	0.034	2.373	0.272	1	A
36117	0.058	0.132	0.042	0.358	0.103	3	BB
51821	0.06	0.086	0.041	0.646	0.291	3	BBB
54765	0.001	-0.219	0.034	0.144	0.085	6	B
55647	0.332	0.422	0.08	1.449	0.191	8	A
50968	0.427	0.728	0.103	6.816	0.622	5	AAA
64159	0.093	-0.037	0.045	0.209	0.08	3	B
45307	0.02	0.1	0.042	0.879	0.145	12	BBB
51760	0.172	0.351	0.065	2.064	0.337	5	A
37473	0.111	0.198	0.043	1.386	0.223	12	BBB
60738	0.466	0.548	0.103	2.365	0.29	11	AA
83376	0.111	0.076	0.051	0.37	0.111	8	BB
37191	0.153	0.6	0.061	6.936	0.615	12	AAA
49695	-0.019	0.044	0.026	0.625	0.35	10	BB
84935	0.125	0.225	0.049	1.07	0.292	7	BBB
79877	0.332	0.424	0.073	2.324	0.353	3	AA
41061	-0.199	-1.822	-0.034	0.066	0.058	1	CCC
57503	-0.011	0.077	0.029	0.789	0.276	9	BB
67932	-0.027	-0.179	0.02	0.307	0.176	7	B
54788	0.139	0.312	0.054	1.576	0.25	12	A
60842	0.198	0.263	0.059	1.3	0.241	11	BBB
58333	0.242	0.651	0.07	6.944	0.808	9	AAA
60548	0.224	0.402	0.071	1.315	0.292	9	BBB
47503	0.087	0.219	0.05	1.078	0.28	1	BBB
40359	-0.044	0.284	0.033	12.976	1.374	6	AAA
57564	0.292	0.424	0.075	1.827	0.276	12	A
36913	0.029	0.061	0.037	0.936	0.254	9	BB
73875	0.249	0.366	0.068	2.014	0.29	1	A
63004	0.322	0.646	0.07	6.373	0.638	2	AAA
44602	0.211	0.252	0.071	0.658	0.136	1	BBB
47314	0.073	0.115	0.045	0.802	0.236	5	BBB
37321	-0.035	-0.013	0.029	0.375	0.184	2	B
41079	0.493	0.606	0.099	3.752	0.374	11	AAA
53928	0.337	0.127	0.084	0.406	0.108	4	BB
64326	0.08	0.227	0.049	1.584	0.395	3	BBB
67755	0.006	-0.016	0.027	0.334	0.165	7	BB
83776	0.455	0.553	0.098	2.946	0.506	7	AA
65038	0.332	0.436	0.075	3.876	0.733	9	AAA
82117	0.396	0.612	0.086	4.903	0.54	2	AAA
79013	0.137	0.345	0.056	1.976	0.315	8	A
56114	0.127	0.218	0.054	0.705	0.204	10	BBB
61460	0.319	0.416	0.071	2.799	0.294	11	AA
70390	0.346	0.282	0.074	0.812	0.163	10	BBB
84244	0.075	0.199	0.044	0.889	0.314	4	BB
68821	-0.046	-0.04	0.02	0.497	0.147	7	BB
55882	0.136	0.14	0.059	0.454	0.108	4	BB
65007	0.401	0.585	0.083	2.457	0.234	12	AA
57787	0.054	0.266	0.047	1.448	0.281	7	A
74466	0.011	0.139	0.046	0.749	0.256	7	BB
78206	0.004	0.081	0.028	0.498	0.124	7	BB
80841	0.283	0.49	0.076	2.428	0.327	9	AA
82227	0.414	0.416	0.092	0.732	0.15	8	BBB
51953	0.075	0.158	0.047	1.36	0.326	3	BBB
36083	-0.322	-0.738	-0.086	0.349	0.201	2	CCC
36654	0.06	0.093	0.046	0.284	0.092	4	B
45743	0.034	0.182	0.034	2.604	0.544	2	A
60285	0.185	0.23	0.056	0.745	0.196	4	BB
84830	0.174	0.495	0.069	4.747	0.649	7	AAA
38896	0.087	0.229	0.044	1.611	0.454	2	A
50402	0.167	0.164	0.058	0.648	0.18	6	BBB
66704	0.105	0.521	0.049	8.43	0.476	10	AAA
39031	0.003	-0.009	0.022	0.589	0.201	9	BB
73743	0.453	0.627	0.09	4.601	0.453	4	AAA
76121	0.108	0.17	0.056	1.512	0.248	12	BBB
50953	0.1	0.265	0.035	2.493	0.249	7	AA
46695	0.125	0.212	0.054	1.251	0.274	4	BBB
55944	0.197	0.402	0.063	2.4	0.361	7	AA
51203	0.118	0.387	0.058	2.835	0.468	12	AA
52717	0.572	1.61	0.097	78.129	5.806	1	AAA
34500	0.319	0.341	0.088	1.078	0.21	11	A
65204	0.05	0.047	0.048	0.375	0.126	7	BB
84991	0.115	0.202	0.052	1.207	0.406	4	BBB
40007	0.317	0.459	0.079	3.093	0.449	11	AA
48996	0.052	0.215	0.028	2.034	0.745	7	BBB
78714	-0.079	-0.269	0.014	0.257	0.109	10	B
71574	0.503	0.816	0.119	2.817	0.145	10	AAA
75374	0.276	0.192	0.061	0.448	0.098	10	BB
42739	0.151	0.18	0.061	0.632	0.176	2	BB
83331	0.147	0.265	0.053	2.092	0.434	1	A
65134	-0.008	-0.171	0.024	0.138	0.079	12	B
62612	0.08	0.187	0.047	1.072	0.279	7	BBB
53561	0.007	0.064	0.035	0.79	0.228	9	BB
49514	0.072	0.162	0.047	1.319	0.25	10	BBB
84390	0.037	0.034	0.049	0.375	0.172	4	B
84689	0.074	0.16	0.043	1.294	0.25	7	BBB
67224	0.358	0.707	0.087	8.06	0.61	10	AAA
72424	0.044	0.038	0.04	0.398	0.123	5	BB
67707	-0.033	-0.552	0.023	0.145	0.095	7	B
51289	0.214	0.614	0.066	6.519	0.531	7	AAA
49401	-0.029	-0.173	0.023	0.634	0.122	3	BBB
63908	0.176	0.34	0.055	1.47	0.344	4	BBB
75204	-0.076	0.041	0.012	1.625	0.339	1	BBB
44464	0.198	0.411	0.063	2.341	0.39	10	A
34466	-0.043	0.1	0.022	2.234	0.373	8	A
60060	0.122	0.193	0.056	1.001	0.204	4	BB
59575	0.534	0.646	0.114	3.358	0.435	12	AAA
51483	0.032	-0.624	0.034	0.09	0.067	10	CCC
45567	-0.03	0.068	0.031	0.859	0.289	9	BB
48062	0.055	0.083	0.042	0.375	0.143	10	BB
36535	0.281	0.398	0.073	1.659	0.304	2	BBB
66007	0.285	-0.039	0.078	0.079	0.065	7	BBB
71048	0.104	0.327	0.058	1.839	0.306	3	A
62640	0.079	0.236	0.041	1.268	0.309	12	BBB
78599	0.158	0.305	0.052	1.658	0.357	9	A
57058	0.188	0.327	0.052	2.879	0.339	6	AA
70366	0.23	0.47	0.057	4.729	0.535	7	AAA
50433	0.026	0.119	0.032	0.713	0.245	7	BB
36752	0.156	0.321	0.056	1.915	0.326	6	A
45253	0.243	0.373	0.068	2.002	0.287	1	A
67632	0.081	0.233	0.043	1.723	0.355	12	A
35520	0.228	0.146	0.063	0.648	0.177	5	BBB
33862	0.284	0.951	0.095	20.562	1.326	12	AAA
63731	0.439	0.577	0.096	3.155	0.208	9	AA
70381	0.203	0.415	0.055	3.122	0.53	7	AAA
34653	0.351	0.3	0.079	1.019	0.185	9	BBB
74112	0.39	0.363	0.079	0.95	0.149	8	BBB
62730	-0.007	0.017	0.037	0.424	0.104	6	BB
48322	0.275	0.403	0.064	2.011	0.354	12	A
59383	0.123	0.308	0.051	1.613	0.343	2	BBB
78604	0.398	0.527	0.085	2.051	0.316	2	A
74350	-0.079	-0.637	0.02	0.158	0.084	8	CCC
74906	0.011	0.134	0.037	1.448	0.261	4	BBB
45755	0.079	0.055	0.037	0.735	0.218	6	BBB
84918	0.41	0.622	0.089	2.237	0.413	5	AA
49664	0.442	0.501	0.091	2.561	0.452	9	A
36351	0.047	0.156	0.043	0.916	0.341	4	BB
56042	0.084	0.252	0.05	1.054	0.235	10	BBB
74486	0.086	0.153	0.047	1.565	0.272	4	BBB
49500	0.039	0.104	0.034	0.79	0.201	3	BB
71774	0.008	0.121	0.039	0.834	0.208	4	BB
76950	0.607	0.954	0.142	5.796	0.414	6	AAA
47296	0.289	0.452	0.068	1.756	0.41	7	A
55922	0.266	0.416	0.07	2.994	0.404	6	AA
75362	0.129	0.329	0.057	1.483	0.168	9	BBB
56135	0.571	0.492	0.114	0.279	0.088	9	BB
34776	0.079	0.181	0.044	0.901	0.258	6	BBB
74917	0.037	0.223	0.04	2.678	0.418	6	AA
51677	0.297	0.215	0.073	0.558	0.192	1	BB
61081	0.254	0.225	0.082	0.873	0.168	9	BBB
68158	-0.058	0.017	0.026	0.334	0.099	4	CCC
47408	0.056	0.326	0.041	2.265	0.446	10	A
76015	0.083	0.083	0.045	0.352	0.121	6	BB
50053	0.029	0.274	0.042	3.272	0.587	3	AA
83242	0.201	0.555	0.054	7.695	0.705	1	AAA
68437	-0.162	-0.297	-0.017	0.535	0.123	2	CCC
75661	0.054	0.075	0.05	0.235	0.101	9	B
81983	-0.053	-0.256	0.017	0.417	0.126	6	BB
37908	0.045	0.025	0.038	0.318	0.104	9	B
64175	-0.214	0.003	-0.011	0.423	0.256	9	BB
61358	-0.094	-1.043	0.003	0.135	0.162	10	CCC
79162	0.076	0.362	0.046	2.15	0.407	8	AA
57330	0.29	0.388	0.073	1.402	0.412	5	BBB
59583	0.345	0.541	0.074	4.497	0.463	1	AAA
46285	0.079	0.152	0.052	0.768	0.154	10	BB
59126	0.043	0.039	0.041	0.585	0.166	7	BB
43647	0.127	0.217	0.055	0.895	0.181	12	BBB
48731	0.113	0.174	0.043	1.223	0.255	7	BBB
76496	0.08	0.271	0.044	2.552	0.359	8	AA
63205	-0.018	-0.027	0.014	0.561	0.22	1	BB
36976	0.557	0.955	0.129	10.089	0.496	8	AAA
56157	0.132	0.356	0.05	2.447	0.354	10	A
50687	0.033	0.075	0.039	0.718	0.255	3	BBB
81354	-0.859	-1.483	-0.104	0.063	0.235	5	CCC
85071	0.08	0.147	0.04	0.593	0.156	10	B
54293	0.061	0.189	0.04	3.568	0.713	9	AA
36437	-0.09	-0.311	0.014	0.323	0.122	3	B
51017	0.248	0.462	0.077	3.28	0.334	7	AAA
66342	-0.096	-0.329	0.005	0.384	0.153	1	B
32796	0.251	0.32	0.068	1.766	0.304	3	A
56699	0.181	0.272	0.066	0.916	0.329	8	BBB
81176	0.16	0.258	0.058	1.03	0.189	10	BBB
55637	0.1	0.227	0.049	1.49	0.376	8	BBB
63434	0.31	0.375	0.068	1.294	0.237	5	BBB
43983	0.301	0.448	0.067	2.938	0.391	4	AA
69166	-0.012	0.061	0.03	0.53	0.226	6	BB
49537	0.092	0.126	0.051	0.426	0.141	12	BB
66560	0.163	0.206	0.049	0.805	0.191	11	BBB
53230	0.188	0.16	0.057	0.353	0.114	1	BB
52585	-0.096	-0.097	0.001	1.032	0.251	4	B
75348	0.068	0.149	0.043	0.758	0.27	6	BB
80368	0.347	0.756	0.089	10.975	1.06	4	AAA
68452	0.202	0.454	0.064	3.615	0.558	12	AAA
60871	0.072	-0.047	0.046	0.263	0.117	11	BB
35938	0.085	0.21	0.054	0.574	0.131	6	BBB
41939	0.1	0.302	0.049	1.914	0.332	2	A
55673	0.026	0.116	0.038	0.876	0.217	8	BBB
66216	0.187	0.415	0.06	3.361	0.424	5	AAA
83356	0.038	0.009	0.042	0.344	0.092	10	BB
59986	0.099	0.187	0.044	1.948	0.481	11	A
44139	0.057	0.004	0.037	0.209	0.144	5	B
38316	0.109	0.269	0.044	1.398	0.349	11	BBB
56947	0.266	0.488	0.08	3.863	0.429	5	AAA
37174	0.307	0.294	0.085	0.92	0.216	11	BBB
40260	0.357	0.622	0.086	4.658	0.349	11	AAA
44824	0.072	0.176	0.046	1.33	0.252	3	BBB
55800	-0.007	0.13	0.035	0.993	0.179	3	BB
35729	0.048	0.205	0.042	2.125	0.46	11	AA
54305	0.152	0.265	0.061	1.619	0.354	8	BBB
39648	0.046	-0.001	0.04	0.189	0.113	9	BB
80691	0.369	0.588	0.084	3.785	0.549	6	AAA
50034	-0.029	-0.039	0.027	0.403	0.163	7	BB
61490	0.18	0.333	0.058	2.189	0.324	1	A
36907	0.123	0.139	0.057	0.572	0.222	6	BBB
79600	0.01	0.163	0.037	2.032	0.584	2	A
37069	0.15	0.095	0.058	0.419	0.134	4	BB
39610	0.065	0.133	0.042	0.834	0.211	11	BB
52708	0.44	0.839	0.09	17.412	1.016	6	AAA
63822	0.281	0.495	0.066	2.334	0.34	6	AA
39845	0.118	0.353	0.049	3.82	0.657	11	AAA
32587	0.178	0.291	0.066	0.514	0.161	10	BB
44181	0.2	0.452	0.067	2.737	0.457	12	AA
54783	0.161	0.332	0.059	2.01	0.363	9	A
79313	0.109	0.115	0.055	0.356	0.12	9	BB
81928	0.168	0.098	0.067	0.413	0.098	3	BB
64902	0.221	0.333	0.063	1.761	0.304	5	A
48575	0.176	0.299	0.063	1.682	0.22	7	A
63436	0.431	0.663	0.073	5.737	0.602	10	AAA
64593	-0.076	-0.189	0.008	0.579	0.248	12	BB
58691	0.264	0.424	0.062	2.314	0.382	10	A
44987	0.061	0.089	0.048	0.447	0.124	2	BB
39146	0.155	0.3	0.052	3.16	0.521	2	AA
58850	-0.1	-0.273	0.005	0.463	0.148	5	BB
33098	0.015	0.133	0.041	1.247	0.323	8	BBB
84943	-0.012	-0.022	0.024	0.474	0.209	2	BB
39732	0.237	0.29	0.072	1.218	0.222	5	BBB
54696	0.475	0.544	0.102	2.492	0.353	5	AA
57315	-0.086	-0.218	0.013	0.707	0.241	4	BB
69534	0.014	0.097	0.036	0.847	0.196	4	BB
41091	0.01	-0.311	0.037	0.114	0.074	11	B
77441	0.184	0.405	0.057	4.05	0.691	10	AAA
33289	0.475	0.634	0.094	3.41	0.414	10	AAA
37041	0.504	0.639	0.088	3.003	0.301	7	AAA
34862	0.012	0.109	0.033	1.138	0.233	1	BB
40771	0.084	0.198	0.045	1.16	0.303	4	BB
50787	0.055	0.079	0.043	0.337	0.113	6	BB
83568	0.506	0.702	0.103	9.698	0.705	8	AAA
35694	-0.07	-0.389	0.024	0.126	0.105	5	CCC
40024	0.399	0.472	0.088	2.545	0.33	2	AA
65169	0.025	0.225	0.039	2.02	0.292	12	A
49144	0.085	0.176	0.044	1.057	0.253	4	BBB
73428	0.291	0.47	0.066	3.54	0.306	1	AAA
64427	0.18	0.403	0.057	3.706	0.525	10	AAA
67994	0.112	0.179	0.053	1.037	0.375	8	BBB
68092	0.152	0.251	0.067	1.083	0.163	1	BBB
55205	0.124	0.145	0.049	1.02	0.27	9	BB
77586	0.105	0.338	0.054	2.437	0.445	9	A
41044	0.241	0.22	0.069	0.384	0.094	11	BB
51094	0.461	0.55	0.106	1.705	0.354	9	A
42809	0.197	0.19	0.057	0.899	0.268	1	BBB
42657	0.172	0.306	0.057	1.331	0.253	1	BBB
50837	0.005	0.121	0.029	0.873	0.233	11	BBB
60960	0.35	0.566	0.091	2.088	0.26	8	A
80363	0.155	0.247	0.058	1.707	0.314	6	A
59741	0.237	0.176	0.065	0.408	0.109	9	BB
80535	-0.013	-0.199	0.032	0.198	0.097	10	B
65835	0.456	0.79	0.087	6.238	0.724	11	AAA
70977	0.165	0.344	0.06	2.46	0.662	1	A
83564	0.102	0.148	0.054	1.031	0.184	2	BB
54198	0.217	0.175	0.065	0.513	0.183	4	BB
58317	0.1	0.169	0.051	0.653	0.177	11	BBB
77397	0.186	0.09	0.059	0.385	0.12	2	BB
79663	0.213	0.429	0.06	3.513	0.363	8	AAA
46698	0.006	0.102	0.038	1.073	0.286	10	BBB
57918	-0.095	-0.017	0.018	0.744	0.294	10	B
43295	0.043	0.072	0.029	0.995	0.379	12	BB
53903	0.082	0.063	0.044	0.603	0.166	10	BB
73499	0.13	0.172	0.053	0.824	0.223	9	BB
83083	0.266	0.338	0.063	1.355	0.265	5	BBB
72355	0.081	0.216	0.05	1.021	0.202	2	BBB
39477	0.004	0.002	0.032	0.418	0.125	11	BB
82418	0.024	0.056	0.032	0.376	0.226	2	BB
53744	0.058	0.169	0.047	0.84	0.213	2	BB
69275	-0.005	0.105	0.036	0.989	0.173	12	BBB
33280	-0.002	0.087	0.029	1.132	0.203	11	BBB
79345	-0.08	-0.737	0.012	0.372	0.896	8	CCC
40011	0.151	0.649	0.053	15.463	1.079	9	AAA
59873	0.353	0.252	0.08	0.475	0.143	1	BB
68171	-0.02	0.18	0.026	2.461	0.385	8	A
64696	0.231	0.252	0.071	1.102	0.224	7	BBB
77000	0.296	0.58	0.063	6.31	0.72	3	AAA
33834	0.347	0.518	0.076	4.024	0.442	9	AAA
50624	0.213	0.312	0.061	1.209	0.334	5	A
67798	-0.025	0.013	0.03	0.587	0.194	6	BB
63884	0.208	0.333	0.065	1.734	0.234	11	A
59052	-0.057	-0.018	0.017	0.619	0.158	2	BB
84492	0.517	0.573	0.105	1.353	0.221	11	A
50292	0.282	0.31	0.072	0.692	0.173	12	BB
41157	0.382	0.314	0.085	0.564	0.098	6	BBB
83449	0.181	0.251	0.061	1.057	0.262	9	BBB
53101	0.221	0.209	0.064	0.911	0.23	6	BBB
59596	0.047	0.132	0.041	0.703	0.13	3	BB
61909	0.268	0.407	0.065	2.797	0.391	5	AAA
81381	0.373	0.751	0.083	7.438	0.796	2	AAA
55152	0.343	0.556	0.072	5.079	0.45	9	AAA
73560	-0.008	0.089	0.031	1.091	0.236	7	BB
79537	0.329	0.256	0.077	0.466	0.117	11	BB
66569	0.056	0.128	0.044	0.635	0.209	5	BB
81875	-0.003	0.128	0.053	0.535	0.26	7	BBB
64804	-0.102	-0.535	0.017	0.231	0.104	9	CCC
58660	0.295	0.357	0.072	1.135	0.19	1	BBB
66744	0.158	0.549	0.061	7.668	0.902	5	AAA
60628	0.047	-0.249	0.039	0.136	0.082	8	B
75910	0.18	0.36	0.056	2.973	0.371	6	AA
63468	-0.076	-1.458	-0.04	0.053	0.051	12	CCC
73455	0.247	0.252	0.076	0.567	0.135	1	BB
56414	-0.041	-0.121	0.032	0.222	0.099	9	B
34886	0.068	0.088	0.042	0.556	0.178	8	BB
68492	0.053	0.318	0.04	2.996	0.482	12	AA
52094	0.24	0.259	0.063	1.185	0.173	8	BBB
74588	0.297	0.314	0.064	1.529	0.259	12	A
68631	-0.026	-0.22	0.024	0.37	0.126	9	B
43960	0.215	0.285	0.065	1.853	0.338	3	A
61356	0.023	-0.019	0.034	0.311	0.122	7	B
32544	0.254	0.385	0.065	3.058	0.304	12	AA
77842	0.244	0.154	0.069	0.336	0.102	5	BB
40907	0.09	0.15	0.049	1.161	0.228	5	BBB
51166	0	0.05	0.026	0.713	0.207	3	BB
63215	-0.004	-0.288	0.038	0.122	0.104	8	B
75241	0.605	0.52	0.125	0.348	0.096	3	BBB
41998	0.02	0.234	0.04	2.597	0.568	3	AA
74368	-0.044	0.136	0.024	0.826	0.186	6	BBB
36204	0.618	0.456	0.143	0.332	0.157	7	BBB
62440	0.3	0.247	0.075	0.318	0.103	8	B
68252	-0.026	0.125	0.03	1.494	0.405	2	BBB
34912	0.463	0.751	0.097	6.058	0.64	3	AAA
60861	0.185	0.467	0.058	3.06	0.35	6	AAA
65559	0.105	0.236	0.053	1.566	0.216	1	BBB
70351	0.268	0.346	0.069	1.085	0.205	6	BBB
35570	0.226	0.175	0.065	0.294	0.089	3	BB
37658	0.133	0.35	0.055	2	0.329	12	A
84937	0.055	0.202	0.044	1.002	0.2	3	BBB
45148	0.094	-0.003	0.051	0.251	0.116	3	BB
55498	0.009	0.123	0.044	0.529	0.124	11	BBB
52664	0.034	0.116	0.039	0.804	0.21	12	BB
37882	0.528	0.506	0.112	0.953	0.153	8	BBB
68745	0.197	0.299	0.059	1.827	0.274	9	A
39530	0.029	0.073	0.037	1.179	0.327	11	BB
79274	0.551	0.75	0.105	3.917	0.273	5	AAA
45495	0.183	0.493	0.058	2.135	0.344	2	A
53978	0.131	0.298	0.056	2.102	0.35	7	A
44952	0.345	0.353	0.078	0.971	0.16	5	BBB
59017	0.085	0.399	0.042	4.407	0.67	6	AAA
62204	0.364	0.652	0.08	3.938	0.398	1	AAA
83929	0.011	0.115	0.04	0.772	0.24	1	BB
61642	0.292	0.623	0.076	15.909	0.991	1	AAA
82059	-0.052	-1.31	0.008	0.066	0.069	12	CCC
51872	0.055	0.04	0.044	0.29	0.124	4	B
33432	0.093	0.16	0.043	0.656	0.166	7	BB
64781	-0.002	0.062	0.028	0.764	0.229	11	BB
56872	0.172	0.061	0.063	0.166	0.093	7	B
45828	-0.108	-0.183	0.02	0.489	0.173	10	B
35348	0.216	0.413	0.052	3.477	0.522	4	AAA
60518	0.138	0.215	0.053	1.417	0.362	1	BBB
60903	-0.118	-0.107	0.004	0.601	0.288	2	B
61686	0.215	0.376	0.072	1.136	0.263	10	BBB
75685	0.315	0.376	0.075	2.328	0.526	6	AA
45197	-0.003	-0.162	0.026	0.162	0.077	3	B
64417	0.142	0.308	0.056	1.516	0.333	5	A
33206	-0.462	-0.802	-0.051	0.243	0.116	1	CCC
52622	-0.018	-0.034	0.033	0.378	0.158	5	B
51954	0.16	0.252	0.058	0.94	0.254	7	BBB
80953	0.325	0.471	0.066	3.096	0.401	3	AA
85060	0.58	0.858	0.116	6.03	0.408	5	AAA
45480	0.246	0.44	0.078	1.75	0.232	4	A
48936	0.037	0.226	0.04	1.483	0.19	6	A
51789	0.111	0.19	0.046	1.109	0.271	9	BBB
53538	0.166	0.35	0.062	2.976	0.415	3	AA
37492	0.423	0.648	0.092	6.835	0.526	10	AAA
71149	0.167	0.262	0.061	0.889	0.276	6	BBB
65218	0.399	0.647	0.093	5.496	0.603	3	AAA
41877	0.224	0.403	0.069	3.276	0.398	6	AAA
58977	0.027	0.055	0.038	0.746	0.263	9	BB
57382	0.139	0.26	0.06	1.038	0.278	4	BBB
51809	0.048	0.209	0.044	1.3	0.362	11	BBB
36666	0.047	0.08	0.04	0.74	0.21	1	BB
48582	0.118	0.224	0.055	0.682	0.165	8	BB
46610	-0.055	0.012	0.017	0.457	0.164	3	BB
51678	0.291	0.473	0.065	2.294	0.41	10	AA
42315	0.307	0.642	0.061	8.936	0.892	1	AAA
72777	0.131	0.214	0.05	1.791	0.457	11	A
67959	0.21	0.456	0.056	2.843	0.566	3	AA
49354	0.07	0.164	0.045	1.157	0.338	9	BBB
47832	0.112	0.311	0.056	1.826	0.421	6	A
49616	-0.001	0.118	0.029	1.346	0.36	9	BBB
39160	0.082	0.133	0.042	0.496	0.161	10	B
40976	0.038	0.266	0.046	1.119	0.44	10	BBB
48314	0.249	0.479	0.075	3.399	0.414	11	AAA
84077	0.197	0.301	0.057	2.92	0.197	1	AA
82344	0.151	0.135	0.047	0.679	0.18	4	BB
81724	0.249	0.278	0.062	0.884	0.18	3	BBB
34726	-0.017	-0.15	0.028	0.313	0.12	3	B
35902	0.485	0.731	0.104	4.895	0.33	7	AAA
34633	0.012	0.064	0.037	0.538	0.139	12	BB
78464	0.005	0.002	0.037	0.374	0.147	4	BB
37924	-0.059	-0.934	0.022	0.05	0.05	4	CCC
